index,comment
25,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
26,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
27,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
28,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
29,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
0,Ugly white girls and white dudes would not get away with that.
1,Ugly white girls and white dudes would not get away with that.
2,Ugly white girls and white dudes would not get away with that.
3,Ugly white girls and white dudes would not get away with that.
4,Ugly white girls and white dudes would not get away with that.
5,Ugly white girls and white dudes would not get away with that.
6,Ugly white girls and white dudes would not get away with that.
7,Ugly white girls and white dudes would not get away with that.
8,Ugly white girls and white dudes would not get away with that.
9,Ugly white girls and white dudes would not get away with that.
10,Ugly white girls and white dudes would not get away with that.
11,Ugly white girls and white dudes would not get away with that.
12,Ugly white girls and white dudes would not get away with that.
13,Ugly white girls and white dudes would not get away with that.
14,Ugly white girls and white dudes would not get away with that.
15,Ugly white girls and white dudes would not get away with that.
16,Ugly white girls and white dudes would not get away with that.
17,Ugly white girls and white dudes would not get away with that.
18,Ugly white girls and white dudes would not get away with that.
19,Ugly white girls and white dudes would not get away with that.
20,Ugly white girls and white dudes would not get away with that.
21,Ugly white girls and white dudes would not get away with that.
22,Ugly white girls and white dudes would not get away with that.
23,Ugly white girls and white dudes would not get away with that.
